utterance_id,ds_split,ds_index,speaker,l1,group,track,target_label,target_idx,duration_sec,split
5846,validation,5846,EDACC-C33-A,Southern British English,england,A,england,0,3.85,cal
5848,validation,5848,EDACC-C33-A,Southern British English,england,A,england,0,9.94,cal
5849,validation,5849,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.15,cal
5850,validation,5850,EDACC-C33-A,Southern British English,england,A,england,0,12.52,cal
5851,validation,5851,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.91,cal
5852,validation,5852,EDACC-C33-A,Southern British English,england,A,england,0,2.14,cal
5853,validation,5853,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.82,cal
5855,validation,5855,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.34,cal
5857,validation,5857,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.71,cal
5859,validation,5859,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.5,cal
5861,validation,5861,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,6.43,cal
5862,validation,5862,EDACC-C33-A,Southern British English,england,A,england,0,1.42,cal
5865,validation,5865,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.2,cal
5867,validation,5867,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.25,cal
5869,validation,5869,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.24,cal
5872,validation,5872,EDACC-C33-A,Southern British English,england,A,england,0,10.3,cal
5873,validation,5873,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.74,cal
5874,validation,5874,EDACC-C33-A,Southern British English,england,A,england,0,2.8,cal
5876,validation,5876,EDACC-C33-A,Southern British English,england,A,england,0,4.12,cal
5877,validation,5877,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,7.27,cal
5879,validation,5879,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.31,cal
5880,validation,5880,EDACC-C33-A,Southern British English,england,A,england,0,1.27,cal
5884,validation,5884,EDACC-C33-A,Southern British English,england,A,england,0,1.66,cal
5886,validation,5886,EDACC-C33-A,Southern British English,england,A,england,0,3.82,cal
5887,validation,5887,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.21,cal
5888,validation,5888,EDACC-C33-A,Southern British English,england,A,england,0,1.81,cal
5889,validation,5889,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.12,cal
5890,validation,5890,EDACC-C33-A,Southern British English,england,A,england,0,1.03,cal
5891,validation,5891,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,7.6,cal
5892,validation,5892,EDACC-C33-A,Southern British English,england,A,england,0,3.64,cal
5893,validation,5893,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,4.72,cal
5895,validation,5895,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,15.7,cal
5897,validation,5897,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,12.61,cal
5899,validation,5899,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,9.58,cal
5901,validation,5901,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,13.39,cal
5906,validation,5906,EDACC-C33-A,Southern British English,england,A,england,0,13.66,cal
5909,validation,5909,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.16,cal
5910,validation,5910,EDACC-C33-A,Southern British English,england,A,england,0,3.88,cal
5911,validation,5911,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.35,cal
5913,validation,5913,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,4.9,cal
5915,validation,5915,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,16.99,cal
5917,validation,5917,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,5.5,cal
5919,validation,5919,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,4.45,cal
5920,validation,5920,EDACC-C33-A,Southern British English,england,A,england,0,3.73,cal
5921,validation,5921,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,20.89,cal
5925,validation,5925,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.89,cal
5927,validation,5927,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.06,cal
5928,validation,5928,EDACC-C33-A,Southern British English,england,A,england,0,1.99,cal
5929,validation,5929,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.59,cal
5930,validation,5930,EDACC-C33-A,Southern British English,england,A,england,0,11.74,cal
5932,validation,5932,EDACC-C33-A,Southern British English,england,A,england,0,28.0,cal
5933,validation,5933,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.17,cal
5934,validation,5934,EDACC-C33-A,Southern British English,england,A,england,0,32.77,cal
5936,validation,5936,EDACC-C33-A,Southern British English,england,A,england,0,6.49,cal
5937,validation,5937,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.09,cal
5939,validation,5939,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.08,cal
5940,validation,5940,EDACC-C33-A,Southern British English,england,A,england,0,5.2,cal
5941,validation,5941,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.18,cal
5942,validation,5942,EDACC-C33-A,Southern British English,england,A,england,0,2.56,cal
5943,validation,5943,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.27,cal
5944,validation,5944,EDACC-C33-A,Southern British English,england,A,england,0,23.02,cal
5946,validation,5946,EDACC-C33-A,Southern British English,england,A,england,0,5.38,cal
5948,validation,5948,EDACC-C33-A,Southern British English,england,A,england,0,2.56,cal
5949,validation,5949,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.65,cal
5950,validation,5950,EDACC-C33-A,Southern British English,england,A,england,0,4.63,cal
5952,validation,5952,EDACC-C33-A,Southern British English,england,A,england,0,34.93,cal
5954,validation,5954,EDACC-C33-A,Southern British English,england,A,england,0,21.25,cal
5956,validation,5956,EDACC-C33-A,Southern British English,england,A,england,0,3.1,cal
5957,validation,5957,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.33,cal
5958,validation,5958,EDACC-C33-A,Southern British English,england,A,england,0,5.53,cal
5959,validation,5959,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.67,cal
5960,validation,5960,EDACC-C33-A,Southern British English,england,A,england,0,3.46,cal
5964,validation,5964,EDACC-C33-A,Southern British English,england,A,england,0,1.27,cal
5965,validation,5965,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.6,cal
5966,validation,5966,EDACC-C33-A,Southern British English,england,A,england,0,2.14,cal
5968,validation,5968,EDACC-C33-A,Southern British English,england,A,england,0,18.94,cal
5971,validation,5971,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.3,cal
5973,validation,5973,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,6.7,cal
5975,validation,5975,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,6.91,cal
5978,validation,5978,EDACC-C33-A,Southern British English,england,A,england,0,6.7,cal
5979,validation,5979,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.16,cal
5982,validation,5982,EDACC-C33-A,Southern British English,england,A,england,0,3.16,cal
5984,validation,5984,EDACC-C33-A,Southern British English,england,A,england,0,1.72,cal
5986,validation,5986,EDACC-C33-A,Southern British English,england,A,england,0,6.88,cal
5987,validation,5987,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.51,cal
5989,validation,5989,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.7,cal
5990,validation,5990,EDACC-C33-A,Southern British English,england,A,england,0,2.35,cal
5992,validation,5992,EDACC-C33-A,Southern British English,england,A,england,0,14.17,cal
5993,validation,5993,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,4.63,cal
5994,validation,5994,EDACC-C33-A,Southern British English,england,A,england,0,3.31,cal
5995,validation,5995,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.16,cal
5996,validation,5996,EDACC-C33-A,Southern British English,england,A,england,0,1.51,cal
5997,validation,5997,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.73,cal
5998,validation,5998,EDACC-C33-A,Southern British English,england,A,england,0,43.39,cal
6002,validation,6002,EDACC-C33-A,Southern British English,england,A,england,0,2.32,cal
6003,validation,6003,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,7.45,cal
6004,validation,6004,EDACC-C33-A,Southern British English,england,A,england,0,5.98,cal
6005,validation,6005,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.3,cal
6006,validation,6006,EDACC-C33-A,Southern British English,england,A,england,0,6.04,cal
6007,validation,6007,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,11.41,cal
6010,validation,6010,EDACC-C33-A,Southern British English,england,A,england,0,20.44,cal
6011,validation,6011,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,6.34,cal
6013,validation,6013,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.44,cal
6014,validation,6014,EDACC-C33-A,Southern British English,england,A,england,0,7.21,cal
6016,validation,6016,EDACC-C33-A,Southern British English,england,A,england,0,31.54,cal
6017,validation,6017,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.12,cal
6019,validation,6019,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,17.11,cal
6021,validation,6021,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,16.21,cal
6023,validation,6023,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.27,cal
6024,validation,6024,EDACC-C33-A,Southern British English,england,A,england,0,2.41,cal
6025,validation,6025,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.77,cal
6028,validation,6028,EDACC-C33-A,Southern British English,england,A,england,0,3.28,cal
6029,validation,6029,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.8,cal
6031,validation,6031,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,7.63,cal
6033,validation,6033,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.41,cal
6036,validation,6036,EDACC-C33-A,Southern British English,england,A,england,0,1.78,cal
6039,validation,6039,EDACC-C33-A,Southern British English,england,A,england,0,37.42,cal
6040,validation,6040,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,5.74,cal
6041,validation,6041,EDACC-C33-A,Southern British English,england,A,england,0,2.92,cal
6042,validation,6042,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.04,cal
6043,validation,6043,EDACC-C33-A,Southern British English,england,A,england,0,1.72,cal
6044,validation,6044,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.84,cal
6046,validation,6046,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.6,cal
6049,validation,6049,EDACC-C33-A,Southern British English,england,A,england,0,3.34,cal
6050,validation,6050,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,32.74,cal
6052,validation,6052,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.67,cal
6054,validation,6054,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.51,cal
6056,validation,6056,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.98,cal
6058,validation,6058,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,8.95,cal
6060,validation,6060,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.73,cal
6062,validation,6062,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,4.54,cal
6064,validation,6064,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,6.76,cal
6066,validation,6066,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,4.87,cal
6068,validation,6068,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,4.36,cal
6069,validation,6069,EDACC-C33-A,Southern British English,england,A,england,0,3.04,cal
6070,validation,6070,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.03,cal
6071,validation,6071,EDACC-C33-A,Southern British English,england,A,england,0,6.37,cal
6072,validation,6072,EDACC-C33-A,Southern British English,england,A,england,0,22.36,cal
6074,validation,6074,EDACC-C33-A,Southern British English,england,A,england,0,63.4,cal
6076,validation,6076,EDACC-C33-A,Southern British English,england,A,england,0,51.43,cal
6077,validation,6077,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,5.92,cal
6079,validation,6079,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,2.62,cal
6081,validation,6081,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,1.99,cal
6083,validation,6083,EDACC-C33-B,Montenegrin,OOV-aggregate,B,,-1,3.67,cal
6087,validation,6087,EDACC-C39-A,English,OOV-aggregate,B,,-1,3.2,cal
6090,validation,6090,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.11,cal
6091,validation,6091,EDACC-C39-A,English,OOV-aggregate,B,,-1,58.12,cal
6092,validation,6092,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,5.23,cal
6093,validation,6093,EDACC-C39-A,English,OOV-aggregate,B,,-1,20.8,cal
6095,validation,6095,EDACC-C39-A,English,OOV-aggregate,B,,-1,33.25,cal
6096,validation,6096,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,31.0,cal
6097,validation,6097,EDACC-C39-A,English,OOV-aggregate,B,,-1,20.44,cal
6099,validation,6099,EDACC-C39-A,English,OOV-aggregate,B,,-1,23.2,cal
6102,validation,6102,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,3.58,cal
6104,validation,6104,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,8.14,cal
6106,validation,6106,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.62,cal
6107,validation,6107,EDACC-C39-A,English,OOV-aggregate,B,,-1,2.35,cal
6108,validation,6108,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,9.07,cal
6110,validation,6110,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.0,cal
6112,validation,6112,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,6.7,cal
6114,validation,6114,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,3.07,cal
6116,validation,6116,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.5,cal
6118,validation,6118,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,6.34,cal
6122,validation,6122,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.54,cal
6124,validation,6124,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.33,cal
6126,validation,6126,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,5.56,cal
6128,validation,6128,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.65,cal
6130,validation,6130,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.86,cal
6131,validation,6131,EDACC-C39-A,English,OOV-aggregate,B,,-1,2.11,cal
6133,validation,6133,EDACC-C39-A,English,OOV-aggregate,B,,-1,9.64,cal
6134,validation,6134,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,9.37,cal
6136,validation,6136,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.27,cal
6139,validation,6139,EDACC-C39-A,English,OOV-aggregate,B,,-1,2.32,cal
6140,validation,6140,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.42,cal
6141,validation,6141,EDACC-C39-A,English,OOV-aggregate,B,,-1,5.17,cal
6143,validation,6143,EDACC-C39-A,English,OOV-aggregate,B,,-1,6.55,cal
6145,validation,6145,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.03,cal
6146,validation,6146,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,7.69,cal
6147,validation,6147,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.6,cal
6149,validation,6149,EDACC-C39-A,English,OOV-aggregate,B,,-1,6.01,cal
6150,validation,6150,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,3.1,cal
6151,validation,6151,EDACC-C39-A,English,OOV-aggregate,B,,-1,59.89,cal
6152,validation,6152,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.47,cal
6153,validation,6153,EDACC-C39-A,English,OOV-aggregate,B,,-1,7.39,cal
6155,validation,6155,EDACC-C39-A,English,OOV-aggregate,B,,-1,57.85,cal
6156,validation,6156,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,7.9,cal
6157,validation,6157,EDACC-C39-A,English,OOV-aggregate,B,,-1,51.97,cal
6158,validation,6158,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,5.92,cal
6160,validation,6160,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,5.17,cal
6163,validation,6163,EDACC-C39-A,English,OOV-aggregate,B,,-1,9.55,cal
6165,validation,6165,EDACC-C39-A,English,OOV-aggregate,B,,-1,5.71,cal
6167,validation,6167,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.36,cal
6168,validation,6168,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,8.05,cal
6170,validation,6170,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,13.21,cal
6172,validation,6172,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,3.25,cal
6173,validation,6173,EDACC-C39-A,English,OOV-aggregate,B,,-1,13.75,cal
6175,validation,6175,EDACC-C39-A,English,OOV-aggregate,B,,-1,7.57,cal
6177,validation,6177,EDACC-C39-A,English,OOV-aggregate,B,,-1,2.77,cal
6179,validation,6179,EDACC-C39-A,English,OOV-aggregate,B,,-1,4.45,cal
6181,validation,6181,EDACC-C39-A,English,OOV-aggregate,B,,-1,49.51,cal
6183,validation,6183,EDACC-C39-A,English,OOV-aggregate,B,,-1,37.48,cal
6184,validation,6184,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,5.05,cal
6186,validation,6186,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.18,cal
6188,validation,6188,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.18,cal
6190,validation,6190,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,19.57,cal
6192,validation,6192,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,8.47,cal
6194,validation,6194,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,3.61,cal
6196,validation,6196,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,6.22,cal
6197,validation,6197,EDACC-C39-A,English,OOV-aggregate,B,,-1,11.92,cal
6199,validation,6199,EDACC-C39-A,English,OOV-aggregate,B,,-1,4.12,cal
6201,validation,6201,EDACC-C39-A,English,OOV-aggregate,B,,-1,26.17,cal
6202,validation,6202,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.08,cal
6203,validation,6203,EDACC-C39-A,English,OOV-aggregate,B,,-1,19.6,cal
6204,validation,6204,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.18,cal
6205,validation,6205,EDACC-C39-A,English,OOV-aggregate,B,,-1,5.32,cal
6206,validation,6206,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.2,cal
6207,validation,6207,EDACC-C39-A,English,OOV-aggregate,B,,-1,8.47,cal
6208,validation,6208,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.72,cal
6210,validation,6210,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,10.57,cal
6212,validation,6212,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.45,cal
6213,validation,6213,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.63,cal
6214,validation,6214,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.89,cal
6215,validation,6215,EDACC-C39-A,English,OOV-aggregate,B,,-1,4.09,cal
6216,validation,6216,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,9.85,cal
6217,validation,6217,EDACC-C39-A,English,OOV-aggregate,B,,-1,24.85,cal
6218,validation,6218,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.18,cal
6219,validation,6219,EDACC-C39-A,English,OOV-aggregate,B,,-1,7.33,cal
6221,validation,6221,EDACC-C39-A,English,OOV-aggregate,B,,-1,10.69,cal
6223,validation,6223,EDACC-C39-A,English,OOV-aggregate,B,,-1,72.52,cal
6225,validation,6225,EDACC-C39-A,English,OOV-aggregate,B,,-1,21.46,cal
6226,validation,6226,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.06,cal
6227,validation,6227,EDACC-C39-A,English,OOV-aggregate,B,,-1,25.18,cal
6229,validation,6229,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.42,cal
6230,validation,6230,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,15.73,cal
6232,validation,6232,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,8.8,cal
6234,validation,6234,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,12.58,cal
6235,validation,6235,EDACC-C39-A,English,OOV-aggregate,B,,-1,4.42,cal
6236,validation,6236,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,3.52,cal
6237,validation,6237,EDACC-C39-A,English,OOV-aggregate,B,,-1,75.61,cal
6238,validation,6238,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.92,cal
6240,validation,6240,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,6.46,cal
6242,validation,6242,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.8,cal
6244,validation,6244,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.12,cal
6245,validation,6245,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.48,cal
6246,validation,6246,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.03,cal
6248,validation,6248,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,6.55,cal
6249,validation,6249,EDACC-C39-A,English,OOV-aggregate,B,,-1,12.31,cal
6250,validation,6250,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.38,cal
6251,validation,6251,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.87,cal
6253,validation,6253,EDACC-C39-A,English,OOV-aggregate,B,,-1,4.24,cal
6254,validation,6254,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.59,cal
6255,validation,6255,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.54,cal
6256,validation,6256,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.39,cal
6258,validation,6258,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,3.88,cal
6259,validation,6259,EDACC-C39-A,English,OOV-aggregate,B,,-1,13.93,cal
6260,validation,6260,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.39,cal
6261,validation,6261,EDACC-C39-A,English,OOV-aggregate,B,,-1,3.79,cal
6262,validation,6262,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.33,cal
6263,validation,6263,EDACC-C39-A,English,OOV-aggregate,B,,-1,16.48,cal
6264,validation,6264,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.2,cal
6265,validation,6265,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.45,cal
6266,validation,6266,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.29,cal
6267,validation,6267,EDACC-C39-A,English,OOV-aggregate,B,,-1,7.33,cal
6270,validation,6270,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,7.72,cal
6271,validation,6271,EDACC-C39-A,English,OOV-aggregate,B,,-1,3.73,cal
6272,validation,6272,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.36,cal
6273,validation,6273,EDACC-C39-A,English,OOV-aggregate,B,,-1,10.78,cal
6274,validation,6274,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.42,cal
6275,validation,6275,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.0,cal
6277,validation,6277,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.71,cal
6278,validation,6278,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.81,cal
6279,validation,6279,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.12,cal
6280,validation,6280,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,3.04,cal
6281,validation,6281,EDACC-C39-A,English,OOV-aggregate,B,,-1,5.62,cal
6283,validation,6283,EDACC-C39-A,English,OOV-aggregate,B,,-1,9.55,cal
6284,validation,6284,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,13.39,cal
6286,validation,6286,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,9.1,cal
6291,validation,6291,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.6,cal
6292,validation,6292,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.75,cal
6293,validation,6293,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.27,cal
6294,validation,6294,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,8.11,cal
6296,validation,6296,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.17,cal
6298,validation,6298,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.69,cal
6299,validation,6299,EDACC-C39-A,English,OOV-aggregate,B,,-1,3.13,cal
6300,validation,6300,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,13.72,cal
6301,validation,6301,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.03,cal
6303,validation,6303,EDACC-C39-A,English,OOV-aggregate,B,,-1,2.5,cal
6307,validation,6307,EDACC-C39-A,English,OOV-aggregate,B,,-1,2.17,cal
6308,validation,6308,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.15,cal
6309,validation,6309,EDACC-C39-A,English,OOV-aggregate,B,,-1,6.55,cal
6310,validation,6310,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,6.82,cal
6311,validation,6311,EDACC-C39-A,English,OOV-aggregate,B,,-1,4.75,cal
6312,validation,6312,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.08,cal
6313,validation,6313,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.39,cal
6315,validation,6315,EDACC-C39-A,English,OOV-aggregate,B,,-1,3.4,cal
6318,validation,6318,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,2.83,cal
6320,validation,6320,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.75,cal
6321,validation,6321,EDACC-C39-A,English,OOV-aggregate,B,,-1,1.42,cal
6322,validation,6322,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,10.45,cal
6325,validation,6325,EDACC-C39-A,English,OOV-aggregate,B,,-1,11.86,cal
6326,validation,6326,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,7.6,cal
6327,validation,6327,EDACC-C39-A,English,OOV-aggregate,B,,-1,4.75,cal
6328,validation,6328,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,1.54,cal
6329,validation,6329,EDACC-C39-A,English,OOV-aggregate,B,,-1,7.33,cal
6332,validation,6332,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,4.24,cal
6333,validation,6333,EDACC-C39-A,English,OOV-aggregate,B,,-1,30.76,cal
6337,validation,6337,EDACC-C39-A,English,OOV-aggregate,B,,-1,8.5,cal
6339,validation,6339,EDACC-C39-A,English,OOV-aggregate,B,,-1,10.39,cal
6340,validation,6340,EDACC-C39-B,Bahasa,OOV-aggregate,B,,-1,10.21,cal
6341,validation,6341,EDACC-C39-A,English,OOV-aggregate,B,,-1,52.03,cal
6343,validation,6343,EDACC-C39-A,English,OOV-aggregate,B,,-1,24.61,cal
